id,copetin,golosinas,facturas,preelaborados,FC_bebidas_con_azucar
79967183,1 vez por semana,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79970317,2 a 4 veces por semana,Entre 4 y 5 veces al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79971255,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
79971256,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
79971257,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
79974395,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
79975599,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
79975723,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Entre 1 y 3 veces al mes,1 vez por semana
79976283,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
79976712,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80004367,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80007132,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80007139,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,Entre 4 y 5 veces al dia
80013495,5 a 6 veces por semana,Entre 2 y 3 veces al dia,1 vez por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia
80013496,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80014088,1 vez por semana,2 a 4 veces por semana,1 vez por semana,1 vez por semana,5 a 6 veces por semana
80014299,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80022857,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80023346,1 vez al dia,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80023349,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80025548,1 vez por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80025752,Nunca o menos de 1 vez al mes,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80031539,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Entre 4 y 5 veces al dia
80038213,1 vez por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80041357,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80043186,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
80045547,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80048681,2 a 4 veces por semana,Entre 4 y 5 veces al dia,Entre 4 y 5 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80048683,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80048684,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
80048685,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,1 vez por semana
80049247,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80049248,Entre 1 y 3 veces al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80051852,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
80052845,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80059480,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80065624,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80072396,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,1 vez al dia
80072673,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80074331,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,6 veces o mas por dia
80074334,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80089373,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80089375,Entre 1 y 3 veces al mes,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80115998,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80118782,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80119710,2 a 4 veces por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,2 a 4 veces por semana,2 a 4 veces por semana
80121606,1 vez por semana,5 a 6 veces por semana,2 a 4 veces por semana,1 vez por semana,5 a 6 veces por semana
80151267,2 a 4 veces por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80151270,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80153072,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80154249,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80159277,1 vez por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80189212,5 a 6 veces por semana,Entre 2 y 3 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80204039,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80207093,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana
80215734,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana
80220506,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,2 a 4 veces por semana
80242848,1 vez por semana,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80243290,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80243297,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80245294,1 vez por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80246472,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80246922,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia
80248925,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana
80266555,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80266559,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana
80268332,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80268334,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80274973,Entre 1 y 3 veces al mes,1 vez al dia,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80277326,2 a 4 veces por semana,1 vez al dia,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
80278914,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Entre 1 y 3 veces al mes,1 vez al dia
80285413,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,5 a 6 veces por semana
80289958,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80302175,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
80302176,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez al dia
80303335,2 a 4 veces por semana,1 vez al dia,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80303337,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80304430,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80311131,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
80311619,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
80312123,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80312125,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana
80315582,Entre 1 y 3 veces al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80322520,1 vez por semana,1 vez por semana,1 vez por semana,Entre 1 y 3 veces al mes,1 vez por semana
80322772,1 vez por semana,1 vez por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80322776,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80325977,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,2 a 4 veces por semana,1 vez al dia
80330750,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80337243,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
80337760,1 vez al dia,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80337984,1 vez por semana,1 vez por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80347951,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80362713,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80367105,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80371684,2 a 4 veces por semana,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80373239,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80386100,Entre 1 y 3 veces al mes,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80386957,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,5 a 6 veces por semana
80389133,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80389540,2 a 4 veces por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80390119,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80405760,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80412529,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,1 vez por semana,1 vez por semana
80412530,2 a 4 veces por semana,Entre 2 y 3 veces al dia,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes
80415216,2 a 4 veces por semana,5 a 6 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80415223,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80427615,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80428196,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80428672,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80428673,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,1 vez al dia,1 vez por semana,2 a 4 veces por semana
80428674,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes
80428957,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80442907,2 a 4 veces por semana,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80442910,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana
80442914,1 vez por semana,2 a 4 veces por semana,1 vez por semana,2 a 4 veces por semana,1 vez al dia
80445629,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80449202,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80456535,1 vez por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80481164,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80498123,1 vez al dia,5 a 6 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80502327,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80502328,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80503382,Entre 2 y 3 veces al dia,Entre 4 y 5 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80503384,1 vez al dia,Entre 4 y 5 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
80504159,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80505298,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80505299,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80505949,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80506674,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80507986,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80507989,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80511956,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80514607,1 vez al dia,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80514610,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80515364,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80515366,1 vez al dia,1 vez al dia,1 vez por semana,Entre 1 y 3 veces al mes,1 vez al dia
80520346,1 vez por semana,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80520347,2 a 4 veces por semana,1 vez al dia,5 a 6 veces por semana,2 a 4 veces por semana,1 vez al dia
80531017,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80531019,1 vez por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80531020,2 a 4 veces por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80531022,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80536077,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana
80537792,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80554551,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80554554,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80555784,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80581320,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80584081,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80587214,1 vez por semana,5 a 6 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80587225,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80589550,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana
80590291,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80590620,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80592588,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80592590,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80597889,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
80599933,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez por semana
80605959,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80605960,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80605967,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
80609354,Entre 2 y 3 veces al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80612639,Nunca o menos de 1 vez al mes,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80618862,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80629331,1 vez por semana,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80633120,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes
80633122,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,2 a 4 veces por semana
80634942,Entre 1 y 3 veces al mes,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Entre 2 y 3 veces al dia
80638118,Entre 1 y 3 veces al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80642772,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80659608,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia
80663740,Entre 1 y 3 veces al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,1 vez al dia
80664588,Entre 1 y 3 veces al mes,2 a 4 veces por semana,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80667915,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80674492,1 vez al dia,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80674493,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez por semana
80675185,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80679049,2 a 4 veces por semana,5 a 6 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80679974,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80679976,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80686644,1 vez por semana,1 vez al dia,2 a 4 veces por semana,2 a 4 veces por semana,5 a 6 veces por semana
80687769,1 vez por semana,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80724218,5 a 6 veces por semana,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80734490,2 a 4 veces por semana,2 a 4 veces por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80750165,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80750167,1 vez por semana,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 4 y 5 veces al dia
80750168,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 2 y 3 veces al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80751067,1 vez al dia,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,5 a 6 veces por semana
80752222,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes,2 a 4 veces por semana,Entre 1 y 3 veces al mes,Entre 2 y 3 veces al dia
80752226,2 a 4 veces por semana,2 a 4 veces por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80752355,Nunca o menos de 1 vez al mes,1 vez por semana,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,5 a 6 veces por semana
80762075,Entre 1 y 3 veces al mes,Entre 1 y 3 veces al mes,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80796119,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80797456,2 a 4 veces por semana,2 a 4 veces por semana,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80805562,1 vez por semana,Nunca o menos de 1 vez al mes,1 vez al dia,1 vez por semana,Entre 2 y 3 veces al dia
80812763,Nunca o menos de 1 vez al mes,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,2 a 4 veces por semana
80821801,1 vez por semana,1 vez por semana,1 vez al dia,Nunca o menos de 1 vez al mes,1 vez al dia
80821803,Entre 1 y 3 veces al mes,Nunca o menos de 1 vez al mes,5 a 6 veces por semana,Nunca o menos de 1 vez al mes,Entre 1 y 3 veces al mes
80823301,1 vez por semana,1 vez al dia,2 a 4 veces por semana,Nunca o menos de 1 vez al mes,1 vez por semana
80823302,Entre 1 y 3 veces al mes,1 vez al dia,1 vez al dia,Nunca o menos de 1 vez al mes,Nunca o menos de 1 vez al mes
80823307,1 vez por semana,1 vez por semana,1 vez por semana,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
80823309,2 a 4 veces por semana,2 a 4 veces por semana,1 vez al dia,Nunca o menos de 1 vez al mes,Entre 2 y 3 veces al dia
